id,country,year,Y,K,pop,L,s,alpha_it,GDPpc,lp,h,kl,kp,ky,TFP,log_GDPpc_raw,log_lp_raw,log_ky_raw,log_h_raw,log_tfp_raw,log_GDPpc,log_lp,log_ky,log_h,log_tfp,region,hi1990,isocode
63,Myanmar,2011,202453,223415,52.125412,29.37368,4.974442,,3883.9597,6892.3267,2.2746489,7605.959,.9061746,1.1035401,868.77869,8.2646103,8.8381643,.098523252,.82182574,6.7670884,8.1794119,8.7493706,.10112032,.82039851,6.7097182,Asia,no,MMR
52,Kenya,1991,50853,70705,24.234087,7.87677,4.8770199,.5722667,2098.408,6456.0728,2.251579,8976.3955,.71922779,1.3903801,494.17682,7.6489344,8.7727766,.32957721,.81163174,6.2028933,7.6405082,8.751029,.3931891,.81588966,6.1724248,Africa,no,KEN
36,Ghana,2007,55496.996,146548,22.528042,9.3318481,7.0420299,,2463.4629,5947.0532,2.7826059,15704.07,.37869501,2.6406474,373.88474,7.8093233,8.6906509,.9710241,1.0233879,5.9239473,7.8895164,8.7511034,.94497097,1.012872,5.9829268,Africa,no,GHA
81,Senegal,2007,24194.002,75540,11.89723,3.827698,2.036711,.61238188,2033.5828,6320.771,1.596453,19735.1,.32028067,3.1222615,326.9628,7.6175542,8.7515965,1.1385576,.46778426,5.7898464,7.6035852,8.7511683,1.163694,.4958851,5.7686305,Africa,no,SEN
23,Cote d'Ivoire,1990,26851,43000,12.165909,4.1958828,2.6914909,.44357419,2207.0691,6399.3687,1.746748,10248.142,.62444186,1.6014301,411.57425,7.6994209,8.7639542,.47089702,.55775577,6.0199895,7.682857,8.7516994,.60725325,.56665123,5.9698439,Africa,no,CIV
60,Mongolia,1993,3926,15269,2.2632041,.76773798,7.8073082,.63785237,1734.7087,5113.7236,2.9809129,19888.295,.25712228,3.8892002,124.34755,7.4585948,8.5396833,1.3582035,1.0922296,4.8230805,7.6552424,8.7539558,1.1404921,1.0863261,5.0325241,Asia,no,MNG
19,China,1997,4431159,8348900,1247.2592,693.84998,7.026371,.3411943,3552.717,6386.3359,2.7786109,12032.717,.53074765,1.8841347,1898.0117,8.1754675,8.7619162,.63346863,1.0219512,7.548562,8.1761847,8.7560377,.64531523,1.0173521,7.5426135,Asia,no,CHN
107,Yemen,2000,22218,14287,17.795219,3.5808711,2.3399291,,1248.5376,6204.6357,1.666292,3989.8113,1.55512,.6430372,524.30054,7.1297283,8.7330523,-.4415527,.51060075,6.2620649,7.1843991,8.7595549,-.17569219,.5085485,6.2006149,Asia,no,YEM
81,Senegal,2008,24607,81132,12.229703,3.9238911,2.269537,.59733969,2012.0685,6271.0713,1.650129,20676.414,.30329585,3.2971106,318.6528,7.6069183,8.7437029,1.1930465,.50085342,5.764102,7.6185102,8.7626896,1.1743912,.51191473,5.7781563,Africa,no,SEN
53,Kyrgyz Republic,2000,10041,29161,4.9548502,1.850677,9.3956614,.35781911,2026.4993,5425.582,3.413131,15756.937,.34432974,2.9041929,183.75221,7.6140652,8.5988808,1.0661556,1.22763,5.2135882,7.7944884,8.7647724,.92338097,1.2291561,5.3718586,Asia,no,KGZ
23,Cote d'Ivoire,2008,42907,67799,19.261646,7.0441241,4.4919872,.52220762,2227.5874,6091.1763,2.1610291,9624.9014,.63285595,1.5801384,444.63492,7.7086744,8.7145967,.45751247,.77058452,6.0972533,7.763092,8.7664223,.5467639,.77184075,6.1058445,Africa,no,CIV
52,Kenya,1990,49707,67187,23.44623,7.596436,4.7802682,.5722667,2120.0422,6543.4634,2.2287331,8844.542,.73983061,1.3516607,498.83051,7.6591911,8.7862215,.30133399,.80143327,6.2122664,7.643765,8.7685146,.37338617,.80633271,6.1796231,Africa,no,KEN
53,Kyrgyz Republic,2005,11632,25231,5.1154699,2.053195,9.8920498,.44702369,2273.887,5665.3169,3.5543399,12288.652,.46102017,2.1691024,212.89409,7.7292461,8.6421185,.77431345,1.2681694,5.360795,7.8329716,8.7693567,.76814479,1.2760525,5.4407768,Asia,no,KGZ
36,Ghana,2008,61739.996,163292,23.115919,9.8623676,7.0295548,,2670.8865,6260.1597,2.779424,16557.078,.37809566,2.6448333,394.24783,7.8901658,8.7419605,.97260803,1.0222437,5.9769797,7.9232483,8.7708988,.97052479,1.0165087,5.9998603,Africa,no,GHA
7,Bangladesh,2010,367479,1004904,151.61678,52.890209,5.9106879,,2423.7358,6947.959,2.500046,18999.811,.36568567,2.7345889,766.46924,7.7930655,8.8462029,1.0059811,.91630912,6.6417947,7.7180514,8.7711802,1.0381019,.91671997,6.5821209,Asia,no,BGD
106,Vietnam,2006,288246,809883,84.979668,44.486229,6.5678849,,3391.9407,6479.4434,2.6627181,18205.252,.35591066,2.8096938,669.4408,8.1291571,8.7763901,1.0330756,.97934741,6.5064425,8.1218214,8.7716312,.8593235,.97744268,6.561254,Asia,no,VNM
60,Mongolia,1994,4140,15839,2.2804949,.77165949,7.8233581,.63785237,1815.3954,5365.0605,2.9851379,20525.893,.26138014,3.8258455,129.2711,7.5040584,8.5876627,1.3417795,1.0936459,4.8619118,7.6856546,8.7733641,1.1925411,1.0895768,5.0340929,Asia,no,MNG
81,Senegal,2009,26330,85250,12.581624,4.0395679,2.502363,.57471007,2092.7346,6518.0239,1.703511,21103.742,.30885631,3.2377517,328.76636,7.6462269,8.7823267,1.1748792,.53269142,5.7953472,7.6339412,8.774559,1.184888,.52971214,5.7875156,Africa,no,SEN
108,Zambia,2005,19259,74842,12.043591,3.175297,6.424695,,1599.1078,6065.2593,2.6269369,23570.078,.25732878,3.8860793,235.59091,7.3772011,8.7103329,1.3574008,.96581852,5.4620967,7.4571385,8.776535,1.6193322,.98813188,5.4188643,Africa,no,ZMB
10,Bolivia,1995,20373,25730,7.5667162,3.0077829,7.83288,.46107829,2692.4492,6773.4277,2.9876461,8554.4736,.79179949,1.262946,345.88354,7.8982067,8.8207626,.23344709,1.0944859,5.8461022,7.8379807,8.7778997,.35858425,1.0946429,5.7703409,Americas,no,BOL
4,Armenia,1993,10188,30072,3.369673,1.752207,10.41839,.2087706,3023.4387,5814.3813,3.7074471,17162.355,.3387869,2.9517078,182.85947,8.0141497,8.6680899,1.082384,1.3103435,5.2087178,8.1124144,8.7782211,.96554196,1.3088522,5.3149619,Asia,no,ARM
52,Kenya,2010,102990,208478,40.328312,15.10027,6.1365161,.5722667,2553.7891,6820.4077,2.5555029,13806.243,.49400896,2.0242548,541.96722,7.8453336,8.8276749,.70520163,.93824905,6.2952056,7.810698,8.7786112,.69319808,.94125283,6.2704191,Africa,no,KEN
94,Tajikistan,2004,14105.999,77130,6.6666279,2.0813241,10.42566,.63355482,2115.9121,6777.416,3.7095871,37058.141,.18288602,5.4678864,175.26315,7.6572413,8.8213511,1.6988921,1.3109206,5.1662884,7.5635772,8.7795534,1.8537664,1.313411,5.0705905,Asia,no,TJK
4,Armenia,1992,10629,30409,3.449497,1.739517,10.41131,.28097191,3081.3188,6110.3169,3.7053649,17481.289,.34953469,2.8609464,190.56627,8.0331125,8.7177343,1.0511525,1.3097818,5.25,8.1301546,8.7799644,.94080049,1.3083953,5.3343277,Asia,no,ARM
4,Armenia,1994,8301,30339,3.289943,1.716041,10.42547,.2087706,2523.144,4837.2969,3.7095301,17679.648,.27360824,3.654861,149.5549,7.833261,8.4841118,1.2960581,1.3109052,5.0076637,8.1001387,8.7824049,.98480731,1.3093276,5.3013124,Asia,no,ARM
4,Armenia,1991,18459,31045,3.5119121,1.833596,10.40424,.2087706,5256.1108,10067.104,3.7032831,16931.211,.59458852,1.6818354,323.09262,8.5671463,9.2170286,.51988572,1.3092197,5.7779388,8.1513538,8.7854042,.91255152,1.3079474,5.3572946,Asia,no,ARM
81,Senegal,2010,27623,89985,12.956791,4.192349,2.735189,.58202332,2131.9321,6588.9077,1.7567281,21464.102,.3069734,3.2576115,331.3075,7.664784,8.7931433,1.1809943,.56345302,5.8030467,7.649756,8.7867117,1.1952299,.54887837,5.7967558,Africa,no,SEN
36,Ghana,2009,60555,180049,23.713163,10.11598,7.0170789,,2553.645,5986.0732,2.776242,17798.473,.33632511,2.9733136,371.43048,7.8452768,8.6971912,1.089677,1.0210983,5.9173617,7.9593487,8.7920742,.99742514,1.0196131,6.0177836,Africa,no,GHA
4,Armenia,1990,20395,29760,3.5446949,1.83597,10.39716,.2087706,5753.6685,11108.569,3.7012031,16209.415,.68531585,1.4591812,361.90622,8.6575928,9.3154716,.37787545,1.3086579,5.8913851,8.1737623,8.7921524,.88303959,1.3075023,5.381536,Asia,no,ARM
23,Cote d'Ivoire,2009,47511,81698,19.68491,7.2211299,4.5691051,.52220762,2413.5747,6579.4414,2.1790881,11313.742,.58154422,1.7195597,457.92465,7.7888641,8.7917051,.54206824,.77890646,6.1267047,7.7924757,8.7933817,.59541225,.78056282,6.1129737,Africa,no,CIV
4,Armenia,1995,8594,30630,3.2231729,1.704716,10.43254,.2087706,2666.3169,5041.3091,3.7116129,17967.803,.28057459,3.5641146,154.65572,7.8884535,8.5254211,1.2709156,1.3114666,5.0412016,8.095089,8.7944717,.99691981,1.3098347,5.295229,Asia,no,ARM
90,Sudan,1990,41814,8248,25.770994,5.881906,2.1487911,.25785959,1622.5219,7108.9199,1.6223381,1402.2665,5.0695925,.19725451,1013.069,7.391737,8.8691053,-1.6232605,.48386836,6.9207397,7.2958093,8.7953291,-1.8066324,.48994032,6.9240141,Africa,no,SDN
21,Congo,2002,7490,16880,3.2568669,1.198415,5.7128658,,2299.7561,6249.9214,2.4518311,14085.271,.44372037,2.2536716,211.33754,7.7405581,8.740324,.81256074,.89683515,5.3534565,7.7923985,8.7970371,.85099834,.89842904,5.3772969,Africa,no,COG
60,Mongolia,1995,5331,16095,2.298038,.77900797,7.8394079,.63785237,2319.8049,6843.3188,2.9893661,20660.893,.33122087,3.0191333,164.98738,7.7492385,8.831028,1.1049699,1.0950613,5.1058688,7.7214642,8.7980223,1.2425605,1.0930572,5.0398374,Asia,no,MNG
81,Senegal,2011,28363,96667,13.357003,4.3202519,2.968015,.60488689,2123.4553,6565.1265,1.809884,22375.316,.29340935,3.4082079,325.7374,7.6608,8.7895269,1.2261866,.59326273,5.7860913,7.6658645,8.7991076,1.2054373,.569022,5.8059421,Africa,no,SEN
94,Tajikistan,1995,9641,49447,5.7843299,1.887745,10.46501,.4628382,1666.7445,5107.1514,3.72118,26193.686,.19497643,5.1288247,143.11,7.4186277,8.5383968,1.6348765,1.3140408,4.9636135,7.6665111,8.8021154,1.4281981,1.3057359,5.2038078,Asia,no,TJK
53,Kyrgyz Republic,1999,10111,30621,4.8936582,1.822643,9.3018179,.31271821,2066.1436,5547.4385,3.3867741,16800.328,.33019823,3.0284839,183.46225,7.6334391,8.6210918,1.1080621,1.2198778,5.212009,7.8291206,8.8038807,.92057711,1.2208183,5.3964911,Asia,no,KGZ
43,India,2004,2831120,6768954,1126.4193,485.5444,5.5107832,.50208223,2513.3801,5830.8159,2.402915,13940.958,.41825074,2.3909104,1533.8643,7.8293839,8.6709118,.87167418,.87668258,7.3355455,7.8957882,8.804987,.87353957,.87396878,7.4016657,Asia,no,IND
53,Kyrgyz Republic,2006,13504,26604,5.1666441,2.1278069,10.05592,.3329275,2613.6887,6346.4404,3.6016309,12503.015,.50759286,1.9700829,238.98331,7.8685179,8.7556496,.67807561,1.2813867,5.4763937,7.876646,8.8056526,.71248317,1.2865419,5.4863791,Asia,no,KGZ
10,Bolivia,1996,22717,26923,7.7174449,3.0971479,7.9241052,.44550771,2943.5908,7334.8125,3.011724,8692.8359,.8437767,1.1851476,375.3045,7.9873853,8.9003868,.16986737,1.1025127,5.9277377,7.8744268,8.8059921,.37651032,1.1018628,5.7902255,Americas,no,BOL
90,Sudan,1991,44795,8346,26.560116,5.9933281,2.2221961,.25785959,1686.5514,7474.1445,1.639243,1392.5485,5.3672419,.18631543,1070.7274,7.4304409,8.9192047,-1.6803142,.49423456,6.9760933,7.3138609,8.8094053,-1.7334238,.49881381,6.9178634,Africa,no,SDN
81,Senegal,2012,29465,100652,13.780108,4.4666209,3.200841,.59914821,2138.2271,6596.7095,1.863061,22534.26,.29274133,3.4159851,327.11993,7.6677322,8.7943258,1.2284659,.62222081,5.7903271,7.6822143,8.811718,1.2154952,.58978796,5.8151579,Africa,no,SEN
52,Kenya,2011,112331.99,241458,41.419952,15.45543,6.1134219,.5722667,2712.0261,7268.1245,2.5498109,15622.858,.46522373,2.1495035,559.26978,7.9054513,8.8912535,.76523685,.93601918,6.326632,7.8445487,8.8124609,.71491319,.94248718,6.2944336,Africa,no,KEN
36,Ghana,2010,65378,201485,24.317734,10.66047,7.0046039,,2688.4907,6132.75,2.773062,18900.199,.32448074,3.0818472,379.91696,7.8967352,8.7213984,1.1255292,1.0199522,5.9399529,7.9976125,8.8146296,1.0251076,1.0222952,6.0367746,Africa,no,GHA
7,Bangladesh,2011,425255,1159817,153.40561,54.46558,6.04498,,2772.0955,7807.7749,2.53297,21294.494,.36665699,2.7273448,834.224,7.9273586,8.9628754,1.0033286,.92939252,6.7265019,7.7776065,8.8152523,1.0753213,.93081433,6.6044602,Asia,no,BGD
4,Armenia,1996,9414,30655,3.173425,1.63711,10.4331,.2107898,2966.511,5750.3774,3.711777,18725.07,.30709508,3.2563205,171.64101,7.995142,8.6570206,1.1805979,1.3115107,5.1454053,8.0983591,8.8156347,1.0009811,1.3103909,5.2978272,Asia,no,ARM
19,China,1998,4426568,9341167,1255.2626,702.28497,7.1433301,.35740879,3526.408,6303.0938,2.8085091,13301.106,.4738774,2.1102505,1813.3779,8.1680355,8.7487955,.74680662,1.0326538,7.5029469,8.2402534,8.8168116,.68327361,1.0269761,7.5712595,Asia,no,CHN
31,El Salvador,2002,13999,22974,5.874301,2.1813331,6.8898468,,2383.092,6417.6353,2.743886,10532.092,.60934097,1.6411172,282.1304,7.776154,8.7668047,.49537724,1.0093752,5.6423693,7.8413925,8.8205738,.49531564,.99853033,5.6845741,Americas,no,SLV
23,Cote d'Ivoire,2010,52716,106149,20.131706,7.4071779,4.6462221,.52220762,2618.5559,7116.8804,2.197185,14330.559,.49662268,2.0136011,460.88098,7.8703785,8.870225,.69992471,.78717703,6.1331396,7.824676,8.8231707,.64822239,.78917658,6.1206636,Africa,no,CIV
90,Sudan,1992,44031.996,8666,27.413935,6.1177611,2.2955999,.25785959,1606.1903,7197.4038,1.656116,1416.5313,5.0810056,.19681142,1028.9938,7.3816204,8.8814754,-1.6255093,.50447512,6.9363365,7.3321519,8.8236656,-1.6597568,.50767213,6.9117045,Africa,no,SDN
81,Senegal,2013,31724,106942,14.221041,4.6224861,3.4336669,.59914821,2230.7791,6862.9736,1.916329,23135.17,.29664677,3.3710124,338.17767,7.7101064,8.8338957,1.2152132,.65041137,5.8235712,7.6987386,8.8244934,1.2254404,.61088187,5.8244348,Africa,no,SEN
106,Vietnam,2007,325480,882266,85.770714,45.698292,6.7129998,,3794.7686,7122.3667,2.699178,19306.324,.36891368,2.7106612,725.10864,8.2413788,8.8709955,.99719256,.99294728,6.5863214,8.1867037,8.8248692,.90714675,.99167681,6.5838475,Asia,no,VNM
60,Mongolia,1996,5010,16430,2.316571,.79242653,7.8483939,.64969081,2162.6792,6322.3525,2.991735,20733.783,.30493,3.2794411,153.09685,7.6791029,8.7518463,1.187673,1.0958534,5.0310707,7.7633371,8.8284931,1.2908558,1.0968609,5.0500522,Asia,no,MNG
94,Tajikistan,2005,15008,86559,6.805655,2.109302,10.37507,.60358238,2205.2249,7115.1499,3.694711,41036.797,.17338462,5.7675238,178.95442,7.6985846,8.8699818,1.7522428,1.3069023,5.1871309,7.6114597,8.8286104,1.8694494,1.3121388,5.1048594,Asia,no,TJK
10,Bolivia,1997,23213,29713,7.8708601,3.1766551,8.0153303,.4506802,2949.2329,7307.3721,3.035892,9353.5498,.78124052,1.2800155,367.15912,7.9893003,8.8966389,.24687216,1.1105053,5.9057951,7.9100871,8.8334961,.39726868,1.1086601,5.8088183,Americas,no,BOL
81,Senegal,2014,33883,114527,14.672557,4.7831178,3.6664929,.59914821,2309.2771,7083.873,1.969746,23944.006,.29585165,3.3800726,346.00488,7.7446899,8.8655758,1.2178972,.67790461,5.8464527,7.7153368,8.8373394,1.2353419,.63209027,5.8337436,Africa,no,SEN
36,Ghana,2011,81830,236446,24.928503,11.72126,6.9921279,,3282.5879,6981.3315,2.7698851,20172.404,.34608325,2.8894782,437.32782,8.0963869,8.8509951,1.0610759,1.0188059,6.0806832,8.03755,8.8383322,1.0532383,1.0246681,6.0566616,Africa,no,GHA
90,Sudan,1993,43345,9122,28.313599,6.2327342,2.369005,.25785959,1530.8898,6954.4116,1.672962,1463.5631,4.751699,.21045104,986.54053,7.3336043,8.8471317,-1.5585023,.51459569,6.8942046,7.3512144,8.8385696,-1.5850402,.51648861,6.9056749,Africa,no,SDN
4,Armenia,1997,9827,29301,3.1376519,1.550864,10.43366,.2306668,3131.96,6336.4678,3.711941,18893.34,.33538103,2.981683,185.13651,8.0494146,8.754077,1.0924879,1.3115549,5.2210937,8.1105261,8.8464289,.99677777,1.3110173,5.3095875,Asia,no,ARM
52,Kenya,2012,119588,255914,42.542976,15.97469,6.0903301,.5722667,2810.9927,7486.0918,2.5441239,16019.966,.46729761,2.1399639,578.1709,7.9412928,8.9208021,.76078892,.93378633,6.3598695,7.8791032,8.8470726,.73681015,.94351298,6.3189521,Africa,no,KEN
53,Kyrgyz Republic,2007,15407.001,27408,5.2289371,2.1660669,10.21979,.37459591,2946.488,7112.8926,3.649262,12653.349,.56213516,1.7789315,267.25092,7.9883695,8.8696642,.57601291,1.2945249,5.5881882,7.9288068,8.8508835,.65193927,1.2973654,5.5394149,Asia,no,KGZ
90,Sudan,1994,45789,9768,29.230635,6.5530291,2.442409,.25785959,1566.473,6987.4556,1.689785,1490.6084,4.6876535,.21332635,998.88391,7.3565817,8.8518715,-1.5449321,.52460128,6.9066386,7.3717027,8.8547201,-1.508597,.52522868,6.8999734,Africa,no,SDN
23,Cote d'Ivoire,2011,50357,154029,20.604172,7.6003351,4.72334,.52220762,2444.0195,6625.6289,2.2153211,20266.08,.32693195,3.0587406,385.01895,7.8013992,8.7987003,1.1180032,.79539734,5.9532924,7.8589945,8.8550825,.70342481,.79771525,6.1290226,Africa,no,CIV
53,Kyrgyz Republic,1998,10343,32620,4.8176079,1.757229,9.2079744,.2800687,2146.916,5885.9717,3.3605239,18563.318,.3170754,3.1538239,186.50443,7.6717877,8.6803274,1.1486156,1.2120969,5.2284551,7.8780808,8.8562212,.90444255,1.2127725,5.4346333,Asia,no,KGZ
108,Zambia,2006,22366,87557,12.381509,3.2958241,6.604393,,1806.4034,6786.1631,2.6718709,26566.041,.25544503,3.9147367,255.18497,7.4990931,8.8226414,1.3647481,.98277897,5.5419888,7.5388288,8.857501,1.5893841,.99890327,5.4891024,Africa,no,ZMB
7,Bangladesh,2012,419329,1262199,155.25739,56.0951,6.1792722,,2700.8635,7475.3232,2.5660541,22501.057,.332221,3.0100446,788.82336,7.9013267,8.919363,1.1019549,.94236934,6.6705422,7.8376026,8.859725,1.112601,.9448483,6.6270442,Asia,no,BGD
21,Congo,2003,7628.0005,18163,3.3315639,1.23186,5.73349,,2289.6155,6192.2622,2.4568419,14744.37,.41997471,2.3810959,208.05064,7.7361393,8.7310562,.86756086,.89887679,5.3377814,7.8599091,8.8599672,.86499602,.90078866,5.4245472,Africa,no,COG
10,Bolivia,1998,23908,33636,8.0262566,3.2200999,8.1065559,.48132801,2978.7236,7424.6143,3.060153,10445.639,.71078604,1.4068931,360.41736,7.9992504,8.9125557,.34138381,1.1184649,5.8872628,7.9451895,8.8605671,.42055094,1.1149449,5.8263702,Americas,no,BOL
36,Ghana,2012,94100,264976,25.544565,12.07303,6.9796529,,3683.7581,7794.2319,2.7667079,21947.762,.3551265,2.8158979,479.82648,8.211689,8.9611397,1.0352812,1.0176581,6.1734247,8.0784187,8.8627129,1.0817343,1.0268393,6.0770302,Africa,no,GHA
107,Yemen,2001,23812,18040,18.306288,3.822696,2.472261,,1300.7552,6229.1118,1.6966209,4719.1826,1.3199557,.7576012,506.1658,7.1707006,8.736989,-.27759814,.5286386,6.2268643,7.3000946,8.8642159,-.085132264,.52618647,6.2493792,Asia,no,YEM
60,Mongolia,1997,5289,18472,2.3356941,.79847538,7.857379,.69042802,2264.4233,6623.8735,2.9941039,23134.088,.28632525,3.4925318,155.06351,7.7250752,8.7984352,1.2506269,1.096645,5.0438347,7.8120098,8.8654203,1.3373882,1.1010869,5.0651965,Asia,no,MNG
63,Myanmar,2012,239151,274174,52.543842,29.73888,5.098145,,4551.4561,8041.6948,2.30404,9219.3789,.87225997,1.1464472,951.27197,8.4232025,8.9923954,.13666776,.83466411,6.8578,8.3005819,8.8666143,.16096936,.83329976,6.7682695,Asia,no,MMR
94,Tajikistan,1994,9679,49818,5.702611,1.887596,10.35503,.4628382,1697.2927,5127.686,3.6888289,26392.301,.19428721,5.1470194,143.73741,7.4367895,8.5424099,1.6384178,1.3053091,4.967988,7.7498779,8.8678083,1.3354685,1.3024611,5.2801847,Asia,no,TJK
43,India,2005,3234313,7910673,1144.3263,488.93271,5.6304021,.51260692,2826.3906,6615.0474,2.431829,16179.472,.40885434,2.4458587,1654.099,7.9467559,8.797102,.89439625,.88864362,7.4110117,7.9652367,8.8710299,.90108031,.88733029,7.4389806,Asia,no,IND
90,Sudan,1995,46334,10426,30.144741,6.8467102,2.5158141,.25785959,1537.0509,6767.3379,1.706589,1522.7751,4.4440823,.22501835,971.87262,7.3376207,8.8198633,-1.4915733,.53449661,6.8792248,7.3942285,8.8727436,-1.4296844,.53385299,6.8947701,Africa,no,SDN
106,Vietnam,2008,346375,942970,86.58934,47.12817,6.8581152,,4000.2036,7349.6382,2.735842,20008.627,.36732346,2.7223961,743.94293,8.2941008,8.9024067,1.0015124,1.0064392,6.6119642,8.2511063,8.877655,.94971687,1.0057738,6.6078777,Asia,no,VNM
19,China,1999,4747505,10377540,1262.7137,710.15503,7.2602901,.36220661,3759.7634,6685.167,2.8385451,14613.063,.45747885,2.1858935,1865.0313,8.232111,8.8076468,.78202468,1.0432916,7.531033,8.3061953,8.8793554,.72160149,1.0361214,7.6010637,Asia,no,CHN
52,Kenya,2013,125105.01,272273,43.692883,16.50202,6.0672359,.5722667,2863.2813,7581.1938,2.5384419,16499.375,.45948371,2.1763558,586.7171,7.9597235,8.9334259,.77765185,.93155044,6.3745427,7.9139853,8.8820257,.75877261,.9444266,6.3437123,Africa,no,KEN
94,Tajikistan,2006,16869,97611,6.9495659,2.1328239,10.36059,.60825461,2427.3459,7909.2324,3.6904621,45766.086,.17281863,5.7864127,192.69167,7.7945538,8.9757862,1.7555125,1.3057517,5.2610912,7.6646152,8.8825569,1.88369,1.3106692,5.1432228,Asia,no,TJK
4,Armenia,1998,8880,28410,3.112958,1.503096,10.43421,.2101566,2852.5923,5907.8062,3.712105,18900.988,.31256601,3.1993244,170.76039,7.9559836,8.6840296,1.1629397,1.3115991,5.1402612,8.1319075,8.8869982,.98454523,1.311738,5.3306103,Asia,no,ARM
36,Ghana,2013,94723,294127,26.164433,12.3813,6.9671769,,3620.2964,7650.4893,2.7635331,23755.744,.32204795,3.1051276,462.9592,8.1943111,8.9425249,1.1330549,1.01651,6.137639,8.1196251,8.8873358,1.1105328,1.0289017,6.0975251,Africa,no,GHA
10,Bolivia,1999,24046,37124,8.1827097,3.283731,8.1977806,.4621236,2938.6353,7322.7681,3.0845051,11305.433,.64772117,1.5438743,347.71567,7.9857006,8.8987436,.434295,1.1263912,5.8513851,7.9801588,8.887517,.44567275,1.1206318,5.8433762,Americas,no,BOL
23,Cote d'Ivoire,2012,61154,156195,21.10264,7.8023701,4.800457,.52220762,2897.9312,7837.875,2.233495,20018.918,.39152342,2.5541255,460.16641,7.9717522,8.9667234,.93770993,.80356765,6.131588,7.8948469,8.8885288,.75937957,.80620712,6.1381888,Africa,no,CIV
90,Sudan,1996,48674,12070,31.05061,7.1224442,2.576062,.1841879,1567.5698,6833.8901,1.720369,1694.6429,4.0326428,.24797633,957.65906,7.3572817,8.829649,-1.3944219,.54253876,6.8644919,7.4193635,8.8932552,-1.3476497,.54232061,6.8902526,Africa,no,SDN
53,Kyrgyz Republic,2008,18110,28056,5.3010378,2.1897681,10.38367,.43684939,3416.3123,8270.2822,3.697237,12812.315,.6454947,1.5491993,309.2709,8.1363173,9.0204239,.43773824,1.3075858,5.7342176,7.9876795,8.9034176,.58785188,1.3084779,5.59832,Asia,no,KGZ
7,Bangladesh,2013,440714.97,1385204,157.15739,57.77655,6.3135638,,2804.2903,7627.9209,2.5992999,23975.193,.31815889,3.1430836,792.82556,7.9389057,8.9395704,1.1452043,.95524216,6.6756034,7.8977532,8.9043369,1.1499426,.95884913,6.6496964,Asia,no,BGD
60,Mongolia,1998,5333,20954,2.355588,.821132,7.866365,.6117084,2263.9783,6494.6929,2.996474,25518.43,.25450987,3.9291205,148.56474,7.7248788,8.7787409,1.3684156,1.0974363,5.0010209,7.8680077,8.9092569,1.3818616,1.1058315,5.0856819,Asia,no,MNG
31,El Salvador,2003,15672.999,26117,5.900929,2.2399039,7.0414581,,2656.0222,6997.1748,2.78246,11659.875,.60010719,1.666369,298.76532,7.8845849,8.8532619,.510647,1.0233355,5.6996584,7.9393969,8.9101219,.52242672,1.0127734,5.7356133,Americas,no,SLV
36,Ghana,2014,96647,317259,26.786598,12.75538,6.9547019,,3608.0356,7576.96,2.760359,24872.564,.30463123,3.2826576,456.37759,8.1909189,8.9328671,1.1886533,1.0153607,6.1233206,8.1609058,8.9120102,1.1394541,1.0309253,6.1180334,Africa,no,GHA
10,Bolivia,2000,24354,40453,8.3395119,3.3858559,8.2890062,.43987861,2920.3147,7192.8638,3.1089499,11947.644,.60203201,1.6610413,338.00525,7.9794469,8.8808451,.50744468,1.134285,5.8230615,8.0155563,8.9147892,.47175178,1.1256438,5.8604813,Americas,no,BOL
90,Sudan,1997,51618,14024,31.956076,7.3423052,2.6363111,.13444459,1615.2797,7030.2173,1.734141,1910.0269,3.6806903,.27168816,954.35706,7.3872633,8.8579731,-1.3031003,.55051219,6.8610377,7.4475408,8.9167423,-1.2619954,.55059218,6.8865685,Africa,no,SDN
52,Kenya,2014,132620,290585,44.863583,17.037901,6.0441442,.5722667,2956.0725,7783.8228,2.5327649,17055.211,.4563897,2.1911099,602.8028,7.9916167,8.9598026,.78440821,.92931157,6.4015899,7.9489737,8.9170856,.78074425,.94530028,6.3685555,Africa,no,KEN
53,Kyrgyz Republic,1997,11289,35306,4.7347612,1.744087,9.114131,.26963621,2384.2808,6472.7275,3.3343799,20243.256,.31974736,3.1274693,199.32097,7.7766528,8.7753525,1.1402241,1.2042867,5.2949166,7.940526,8.920887,.8748861,1.2049879,5.4857473,Asia,no,KGZ
23,Cote d'Ivoire,2013,66919,161711,21.62249,8.0237675,4.8775749,.52220762,3094.8794,8340.0967,2.2517099,20153.998,.41381848,2.4165184,491.91653,8.0375042,9.0288305,.88232785,.81168991,6.1983089,7.9315057,8.9227791,.81548285,.81467468,6.1478629,Africa,no,CIV
21,Congo,2004,9507,20059,3.4125919,1.268786,5.7541142,,2785.8591,7492.9897,2.4618571,15809.602,.47395185,2.1099191,248.33992,7.9323115,8.9217234,.74664956,.90091598,5.5147986,7.9306922,8.9266939,.88169611,.90320492,5.4733081,Africa,no,COG
106,Vietnam,2009,349815,993791,87.44902,47.386261,7.0032301,,4000.2163,7382.2031,2.772712,20972.133,.35200056,2.8409045,733.84979,8.2941036,8.906827,1.0441225,1.0198259,6.5983043,8.3149843,8.9300041,.9878248,1.0197557,6.6330791,Asia,no,VNM
